;name;engine_power;max_spped;vehicle_transmission;model_date_begin;model_date_end;series;acceleration_time_to_100_km_h;dimensions_height;payload;dimensions_length;number_of_cylinders;wheelbase;curb_weight;dimensions_width;;;
847;325i;218;248;AT;2004;2010;3ER;7.1;1421;520;4520;6;2760;1460;1817;;;
848;330xi;272;250;AT;2004;2010;3ER;6.4;1421;520;4520;6;2760;1595;1817;;;
849;325d;197;233;AT;2004;2010;3ER;7.6;1421;520;4520;6;2760;1535;1817;;;
850;330xd;231;240;AT;2004;2010;3ER;6.7;1421;520;4520;6;2760;1650;1817;;;
851;335d;286;250;AT;2004;2010;3ER;6.2;1421;520;4520;6;2760;1580;1817;;;
852;335xi;306;250;AT;2004;2010;3ER;5.6;1421;520;4520;6;2760;1660;1817;;;
853;328xi;233;209;AT;2004;2010;3ER;7.4;1421;480;4526;6;2760;1645;1817;;;
854;335d;286;250;AT;2004;2010;3ER;6.2;1421;470;4520;6;2760;1580;1817;;;
855;330i;272;250;AT;2004;2010;3ER;6.3;1421;520;4520;6;2760;1495;1817;;;
856;325d;197;235;MT;2004;2010;3ER;7.4;1421;520;4520;6;2760;1525;1817;;;
857;335i;306;250;MT;2004;2010;3ER;5.6;1421;520;4520;6;2760;1535;1817;;;
858;330i;272;250;MT;2004;2010;3ER;6.1;1421;520;4520;6;2760;1480;1817;;;
859;325i;218;250;MT;2004;2010;3ER;6.7;1421;520;4520;6;2760;1430;1817;;;
860;330d;231;250;MT;2004;2010;3ER;6.7;1421;505;4520;6;2760;1535;1817;;;
861;330i;258;250;MT;2004;2010;3ER;6.3;1421;520;4520;6;2760;1450;1817;;;
862;330d;231;250;MT;2004;2010;3ER;6.7;1421;520;4520;6;2760;1535;1817;;;
863;335i;306;250;MT;2004;2010;3ER;5.6;1421;520;4520;6;2760;1535;1817;;;
864;325d;197;235;MT;2004;2010;3ER;7.4;1421;520;4520;6;2760;1525;1817;;;
865;328i;233;209;MT;2004;2010;3ER;6.6;1421;480;4526;6;2760;1515;1817;;;
866;328xi;233;209;MT;2004;2010;3ER;7.2;1421;480;4526;6;2760;1625;1817;;;
867;330xd;231;242;MT;2004;2010;3ER;6.6;1421;520;4520;6;2760;1635;1817;;;
868;330xi;258;250;MT;2004;2010;3ER;6.4;1421;520;4520;6;2760;1580;1817;;;
869;325xi;218;244;MT;2004;2010;3ER;7.3;1421;520;4520;6;2760;1540;1817;;;
870;330xi;272;250;MT;2004;2010;3ER;6.2;1421;520;4520;6;2760;1580;1817;;;
871;330xd;231;242;MT;2004;2010;3ER;6.6;1421;520;4520;6;2760;1635;1817;;;
872;335xi;306;250;MT;2004;2010;3ER;5.5;1421;520;4520;6;2760;1645;1817;;;
873;320d;177;226;AT;2004;2010;3ER;8.3;1418;540;4520;4;2760;1520;1817;;;
874;320i;170;224;AT;2004;2010;3ER;9.2;1418;540;4520;4;2760;1460;1817;;;
875;318i;143;210;AT;2004;2010;3ER;10.4;1418;540;4520;4;2760;1460;1817;;;
876;320i;150;213;AT;2004;2010;3ER;10.2;1418;540;4520;4;2760;1460;1817;;;
877;320d;163;218;AT;2004;2010;3ER;8.8;1418;540;4520;4;2760;1520;1817;;;
878;318i;129;204;AT;2004;2010;3ER;11.4;1418;540;4520;4;2760;1460;1817;;;
879;320d;163;223;MT;2004;2010;3ER;8.6;1418;540;4520;4;2760;1505;1817;;;
880;320i;170;226;MT;2004;2010;3ER;8.4;1418;540;4520;4;2760;1430;1817;;;
881;318d;143;210;MT;2004;2010;3ER;9.6;1418;540;4520;4;2760;1505;1817;;;
882;318i;129;206;MT;2004;2010;3ER;10.4;1418;540;4520;4;2760;1430;1817;;;
883;318d;122;204;MT;2004;2010;3ER;10.9;1418;540;4520;4;2760;1505;1817;;;
884;318i;143;210;MT;2004;2010;3ER;9.5;1418;540;4520;4;2760;1430;1817;;;
885;320i;150;218;MT;2004;2010;3ER;9.4;1418;540;4520;4;2760;1430;1817;;;
886;320d;177;228;MT;2004;2010;3ER;8.1;1418;540;4520;4;2760;1505;1817;;;
887;325xi;218;234;AT;2004;2010;3ER;8.3;1418;540;4520;6;2760;1670;1817;;;
888;325i;218;240;AT;2004;2010;3ER;7.9;1418;540;4520;6;2760;1500;1817;;;
889;325i;218;243;MT;2004;2010;3ER;7.2;1418;540;4520;6;2760;1470;1817;;;
890;325xi;218;240;MT;2004;2010;3ER;7.7;1418;540;4520;6;2760;1640;1817;;;
891;330xi;258;250;AT;2004;2010;3ER;7.1;1418;540;4520;6;2760;1655;1817;;;
892;330i;258;250;AT;2004;2010;3ER;6.8;1418;550;4520;6;2760;1545;1817;;;
893;330d;231;246;AT;2004;2010;3ER;6.9;1418;540;4520;6;2760;1615;1817;;;
894;335i;306;250;AT;2004;2010;3ER;5.9;1418;615;4520;6;2760;1555;1817;;;
895;335d;286;250;AT;2004;2010;3ER;6.3;1418;540;4520;6;2760;1645;1817;;;
896;325i;218;246;AT;2004;2010;3ER;7.3;1418;540;4520;6;2760;1520;1817;;;
897;330i;272;250;AT;2004;2010;3ER;6.4;1418;550;4520;6;2760;1545;1817;;;
898;335i;306;250;AT;2004;2010;3ER;5.9;1418;540;4520;6;2760;1630;1817;;;
899;325d;197;231;AT;2004;2010;3ER;7.7;1418;540;4520;6;2760;1600;1817;;;
900;330d;231;246;AT;2004;2010;3ER;6.9;1418;540;4520;6;2760;1615;1817;;;
901;328i;233;209;AT;2004;2010;3ER;7.4;1418;500;4526;6;2760;1630;1817;;;
902;330xd;231;236;AT;2004;2010;3ER;6.8;1418;540;4520;6;2760;1715;1817;;;
903;335d;286;250;AT;2004;2010;3ER;6.3;1418;540;4520;6;2760;1645;1817;;;
904;325xi;218;240;AT;2004;2010;3ER;8.1;1418;540;4520;6;2760;1660;1817;;;
905;330xi;272;250;AT;2004;2010;3ER;6.6;1418;540;4520;6;2760;1660;1817;;;
906;335xi;306;250;AT;2004;2010;3ER;5.7;1418;540;4520;6;2760;1730;1817;;;
907;330xd;231;236;AT;2004;2010;3ER;6.8;1418;540;4520;6;2760;1715;1817;;;
908;328xi;233;209;AT;2004;2010;3ER;7.6;1418;500;4526;6;2760;1730;1817;;;
909;330xd;231;238;MT;2004;2010;3ER;6.7;1418;540;4520;6;2760;1700;1817;;;
910;330d;231;248;MT;2004;2010;3ER;6.8;1418;540;4520;6;2760;1600;1817;;;
911;330i;258;250;MT;2004;2010;3ER;6.4;1418;550;4520;6;2760;1530;1817;;;
912;330xi;258;250;MT;2004;2010;3ER;6.6;1418;540;4520;6;2760;1640;1817;;;
913;328xi;233;209;MT;2004;2010;3ER;7.4;1418;500;4526;6;2760;1710;1817;;;
914;330i;272;250;MT;2004;2010;3ER;6.2;1418;550;4520;6;2760;1530;1817;;;
915;330xd;231;238;MT;2004;2010;3ER;6.7;1418;540;4520;6;2760;1700;1817;;;
916;335i;306;250;MT;2004;2010;3ER;5.7;1418;540;4520;6;2760;1615;1817;;;
917;330xi;272;250;MT;2004;2010;3ER;6.4;1418;540;4520;6;2760;1640;1817;;;
918;325i;218;248;MT;2004;2010;3ER;6.9;1418;540;4520;6;2760;1490;1817;;;
919;325d;197;233;MT;2004;2010;3ER;7.6;1418;540;4520;6;2760;1590;1817;;;
920;335i;306;250;MT;2004;2010;3ER;5.7;1418;615;4520;6;2760;1540;1817;;;
921;325d;197;233;MT;2004;2010;3ER;7.6;1418;540;4520;6;2760;1590;1817;;;
922;335xi;306;250;MT;2004;2010;3ER;5.6;1418;540;4520;6;2760;1715;1817;;;
923;330d;231;248;MT;2004;2010;3ER;6.8;1418;540;4520;6;2760;1600;1817;;;
924;325xi;218;242;MT;2004;2010;3ER;7.7;1418;540;4520;6;2760;1640;1817;;;
925;328i;233;209;MT;2004;2010;3ER;6.8;1418;500;4526;6;2760;1600;1817;;;
926;318Ci;143;206;AT;2001;2006;3ER;11.3;1372;420;4488;4;2725;1540;1757;;;
927;320Cd;150;211;MT;2001;2006;3ER;9.7;1372;445;4488;4;2725;1580;1757;;;
928;318Ci;143;206;MT;2001;2006;3ER;10.4;1372;420;4488;4;2725;1505;1757;;;
929;320Ci;170;219;AT;2001;2006;3ER;10.2;1372;420;4488;6;2725;1575;1757;;;
930;320Ci;170;222;MT;2001;2006;3ER;9.1;1372;420;4488;6;2725;1540;1757;;;
931;325Ci;192;230;AT;2001;2006;3ER;9.1;1372;420;4488;6;2725;1600;1757;;;
932;325Ci;186;0;AT;2001;2006;3ER;;1372;400;4488;6;2725;1645;1757;;;
933;325Ci;192;234;MT;2001;2006;3ER;8.0;1372;420;4488;6;2725;1565;1757;;;
934;325Ci;186;0;MT;2001;2006;3ER;;1372;400;4488;6;2725;1615;1757;;;
935;330Ci;228;0;AT;2001;2006;3ER;;1372;400;4488;6;2725;1675;1757;;;
936;330Ci;231;240;AT;2001;2006;3ER;7.5;1372;420;4488;6;2725;1635;1757;;;
937;330Cd;204;234;MT;2001;2006;3ER;7.8;1372;405;4488;6;2725;1715;1757;;;
938;330Ci;231;247;MT;2001;2006;3ER;6.9;1372;420;4488;6;2725;1600;1757;;;
939;330Ci;228;0;MT;2001;2006;3ER;;1372;400;4488;6;2725;1640;1757;;;
940;320Cd;150;213;AT;2001;2006;3ER;9.1;1369;500;4488;4;2725;1430;1757;;;
941;318Ci;143;214;AT;2001;2006;3ER;10.2;1369;500;4488;4;2725;1360;1757;;;
942;320Cd;150;221;MT;2001;2006;3ER;8.8;1369;500;4488;4;2725;1415;1757;;;
943;318Ci;143;218;MT;2001;2006;3ER;9.3;1369;500;4488;4;2725;1320;1757;;;
944;320Ci;170;223;AT;2001;2006;3ER;9.4;1369;500;4488;6;2725;1430;1757;;;
945;320Ci;170;226;MT;2001;2006;3ER;8.3;1369;500;4488;6;2725;1395;1757;;;
946;325Ci;192;237;AT;2001;2006;3ER;8.4;1369;500;4488;6;2725;1455;1757;;;
947;325Ci;186;0;AT;2001;2006;3ER;;1369;480;4488;6;2725;1490;1757;;;
948;325Ci;192;240;MT;2001;2006;3ER;7.3;1369;500;4488;6;2725;1420;1757;;;
949;325Ci;186;0;MT;2001;2006;3ER;;1369;480;4488;6;2725;1450;1757;;;
950;330Ci;228;0;AT;2001;2006;3ER;;1369;480;4488;6;2725;1525;1757;;;
951;330Ci;231;247;AT;2001;2006;3ER;7.0;1369;500;4488;6;2725;1465;1757;;;
952;330Cd;204;235;AT;2001;2006;3ER;7.4;1369;500;4488;6;2725;1555;1757;;;
953;330Cd;204;242;MT;2001;2006;3ER;7.2;1369;500;4488;6;2725;1540;1757;;;
954;330Ci;228;0;MT;2001;2006;3ER;;1369;480;4488;6;2725;1490;1757;;;
955;330Ci;231;250;MT;2001;2006;3ER;6.5;1369;500;4488;6;2725;1430;1757;;;
956;316i;116;200;AT;2001;2006;3ER;11.9;1415;500;4471;4;2725;1345;1739;;;
957;316i;116;206;MT;2001;2006;3ER;10.9;1415;500;4471;4;2725;1310;1739;;;
958;318d;116;199;AT;2001;2006;3ER;11.3;1415;500;4471;4;2725;1425;1739;;;
959;318i;143;214;AT;2001;2006;3ER;10.2;1415;500;4471;4;2725;1360;1739;;;
960;320d;150;213;AT;2001;2006;3ER;9.1;1415;500;4471;4;2725;1430;1739;;;
961;320d;150;216;5MT;2001;2006;3ER;8.9;1415;500;4471;4;2725;1415;1739;;;
962;318i;143;218;MT;2001;2006;3ER;9.3;1415;500;4471;4;2725;1320;1739;;;
963;320d;150;221;6MT;2001;2006;3ER;8.8;1415;500;4471;4;2725;1415;1739;;;
964;318d;116;204;MT;2001;2006;3ER;10.6;1415;500;4471;4;2725;1395;1739;;;
965;320i;170;223;AT;2001;2006;3ER;9.4;1415;500;4471;6;2725;1430;1739;;;
966;320i;170;226;MT;2001;2006;3ER;8.3;1415;500;4471;6;2725;1395;1739;;;
967;325xi;186;0;AT;2001;2006;3ER;;1434;480;4471;6;2725;1600;1739;;;
968;325i;192;237;AT;2001;2006;3ER;8.4;1415;500;4471;6;2725;1455;1739;;;
969;325xi;192;231;AT;2001;2006;3ER;8.6;1434;500;4471;6;2725;1560;1739;;;
970;325i;186;0;AT;2001;2006;3ER;;1415;480;4471;6;2725;1500;1739;;;
971;325xi;186;0;MT;2001;2006;3ER;;1434;480;4471;6;2725;1570;1739;;;
972;325i;186;0;MT;2001;2006;3ER;;1415;480;4471;6;2725;1460;1739;;;
973;325xi;192;234;MT;2001;2006;3ER;7.5;1434;500;4471;6;2725;1525;1739;;;
974;325i;192;240;MT;2001;2006;3ER;7.3;1415;500;4471;6;2725;1420;1739;;;
975;330xd;184;224;AT;2001;2006;3ER;8.8;1434;500;4471;6;2725;1655;1739;;;
976;330d;184;227;AT;2001;2006;3ER;8.2;1415;500;4471;6;2725;1555;1739;;;
977;330d;184;227;MT;2001;2006;3ER;7.8;1415;500;4471;6;2725;1520;1739;;;
978;330xd;184;224;MT;2001;2006;3ER;8.5;1434;500;4471;6;2725;1620;1739;;;
979;330xi;231;242;AT;2001;2006;3ER;7.4;1434;500;4471;6;2725;1575;1739;;;
980;330i;228;0;AT;2001;2006;3ER;;1415;480;4471;6;2725;1525;1739;;;
981;330d;204;235;AT;2001;2006;3ER;7.4;1415;500;4471;6;2725;1555;1739;;;
982;330xi;228;0;AT;2001;2006;3ER;;1434;480;4471;6;2725;1605;1739;;;
983;330xd;204;228;AT;2001;2006;3ER;7.9;1434;500;4471;6;2725;1655;1739;;;
984;330i;231;247;AT;2001;2006;3ER;7.0;1415;500;4471;6;2725;1465;1739;;;
985;330i;231;250;5MT;2001;2006;3ER;6.5;1415;500;4471;6;2725;1430;1739;;;
986;330d;204;242;MT;2001;2006;3ER;7.2;1415;500;4471;6;2725;1540;1739;;;
987;330i;231;250;6MT;2001;2006;3ER;6.5;1415;500;4471;6;2725;1430;1739;;;
988;330xi;228;0;6MT;2001;2006;3ER;;1434;480;4471;6;2725;1580;1739;;;
989;330xi;228;0;5MT;2001;2006;3ER;;1434;480;4471;6;2725;1580;1739;;;
990;330xi;231;247;6MT;2001;2006;3ER;6.6;1434;500;4471;6;2725;1540;1739;;;
991;330xd;204;234;MT;2001;2006;3ER;7.4;1434;500;4471;6;2725;1650;1739;;;
992;330xi;231;247;5MT;2001;2006;3ER;6.6;1434;500;4471;6;2725;1540;1739;;;
993;330i;228;0;5MT;2001;2006;3ER;;1415;480;4471;6;2725;1490;1739;;;
994;330i;228;0;6MT;2001;2006;3ER;;1415;480;4471;6;2725;1490;1739;;;
995;316i;116;197;AT;2001;2006;3ER;12.2;1409;540;4478;4;2725;1420;1739;;;
996;316i;116;200;MT;2001;2006;3ER;11.2;1409;540;4478;4;2725;1390;1739;;;
997;318i;143;209;AT;2001;2006;3ER;10.5;1409;540;4478;4;2725;1430;1739;;;
998;318d;116;195;AT;2001;2006;3ER;11.7;1409;500;4478;4;2725;1510;1739;;;
999;320d;150;208;AT;2001;2006;3ER;9.5;1409;500;4478;4;2725;1520;1739;;;
1000;320d;150;211;5MT;2001;2006;3ER;9.3;1409;500;4478;4;2725;1505;1739;;;
1001;320d;150;216;6MT;2001;2006;3ER;9.2;1409;500;4478;4;2725;1505;1739;;;
1002;318d;116;200;MT;2001;2006;3ER;11.0;1409;500;4478;4;2725;1480;1739;;;
1003;318i;143;213;MT;2001;2006;3ER;9.6;1409;540;4478;4;2725;1400;1739;;;
1004;320i;170;221;AT;2001;2006;3ER;9.6;1409;550;4478;6;2725;1470;1739;;;
1005;320i;170;224;MT;2001;2006;3ER;8.5;1409;545;4478;6;2725;1440;1739;;;
1006;325xi;192;228;AT;2001;2006;3ER;8.8;1429;500;4478;6;2725;1610;1739;;;
1007;325i;192;234;AT;2001;2006;3ER;8.6;1409;540;4478;6;2725;1505;1739;;;
1008;325i;186;0;AT;2001;2006;3ER;;1409;520;4478;6;2725;1565;1739;;;
1009;325xi;186;0;AT;2001;2006;3ER;;1429;500;4478;6;2725;1645;1739;;;
1010;325i;186;0;MT;2001;2006;3ER;;1409;520;4478;6;2725;1525;1739;;;
1011;325xi;192;231;MT;2001;2006;3ER;7.7;1429;500;4478;6;2725;1575;1739;;;
1012;325xi;186;0;MT;2001;2006;3ER;;1429;500;4478;6;2725;1630;1739;;;
1013;325i;192;237;MT;2001;2006;3ER;7.5;1409;540;4478;6;2725;1470;1739;;;
1014;330d;184;225;AT;2001;2006;3ER;8.3;1409;540;4478;6;2725;1650;1739;;;
1015;330xd;184;221;AT;2001;2006;3ER;8.9;1429;500;4478;6;2725;1730;1739;;;
1016;330xd;184;221;MT;2001;2006;3ER;8.7;1429;500;4478;6;2725;1695;1739;;;
1017;330d;184;225;MT;2001;2006;3ER;7.9;1409;540;4478;6;2725;1615;1739;;;
1018;330xd;204;225;AT;2001;2006;3ER;8.1;1429;500;4478;6;2725;1715;1739;;;
1019;330i;231;243;AT;2001;2006;3ER;7.2;1409;500;4478;6;2725;1535;1739;;;
1020;330d;204;231;AT;2001;2006;3ER;7.8;1409;540;4478;6;2725;1625;1739;;;
1021;330xi;231;238;AT;2001;2006;3ER;7.6;1429;500;4478;6;2725;1645;1739;;;
1022;330xi;231;243;5MT;2001;2006;3ER;6.8;1429;500;4478;6;2725;1610;1739;;;
1023;330d;204;237;MT;2001;2006;3ER;7.6;1409;540;4478;6;2725;1615;1739;;;
1024;330i;231;250;6MT;2001;2006;3ER;6.7;1409;500;4478;6;2725;1500;1739;;;
1025;330xi;231;243;6MT;2001;2006;3ER;6.8;1429;500;4478;6;2725;1610;1739;;;
1026;330xd;204;230;MT;2001;2006;3ER;7.9;1429;500;4478;6;2725;1705;1739;;;
1027;330i;231;250;5MT;2001;2006;3ER;6.7;1409;500;4478;6;2725;1500;1739;;;
1028;316ti;116;196;AT;2001;2006;3ER;11.9;1408;500;4262;4;2725;1335;1751;;;
1029;316ti;116;201;MT;2001;2006;3ER;10.9;1408;500;4262;4;2725;1300;1751;;;
1030;320td;150;211;AT;2001;2006;3ER;9.1;1408;500;4262;4;2725;1430;1751;;;
1031;318ti;143;211;AT;2001;2006;3ER;10.2;1408;500;4262;4;2725;1335;1751;;;
1032;318td;116;202;MT;2001;2006;3ER;10.5;1408;500;4262;4;2725;1395;1751;;;
1033;320td;150;219;MT;2001;2006;3ER;8.7;1408;500;4262;4;2725;1395;1751;;;
1034;318ti;143;214;MT;2001;2006;3ER;9.3;1408;500;4262;4;2725;1300;1751;;;
1035;325ti;192;232;AT;2001;2006;3ER;8.3;1408;500;4262;6;2725;1440;1751;;;
1036;325ti;192;235;MT;2001;2006;3ER;7.1;1408;500;4262;6;2725;1405;1751;;;
1037;318i;113;185;AT;1987;1994;3ER;13.1;1370;400;4325;4;2570;1240;1645;;;
1038;318i;113;187;MT;1987;1994;3ER;12.0;1370;400;4325;4;2570;1220;1645;;;
1039;320i;129;194;AT;1987;1994;3ER;13.3;1370;400;4325;6;2570;1300;1645;;;
1040;320i;129;195;MT;1987;1994;3ER;11.5;1370;400;4325;6;2570;1280;1645;;;
1041;325i;170;210;AT;1987;1994;3ER;10.2;1370;400;4325;6;2570;1330;1645;;;
1042;325i;170;216;MT;1987;1994;3ER;8.7;1370;400;4325;6;2570;1310;1645;;;
1043;316i;100;177;AT;1987;1994;3ER;14.1;1380;460;4325;4;2570;1085;1645;;;
1044;316i;100;177;AT;1987;1994;3ER;14.1;1380;460;4325;4;2570;1085;1645;;;
1045;316i;100;182;MT;1987;1994;3ER;12.1;1380;460;4325;4;2570;1065;1645;;;
1046;316i;100;182;MT;1987;1994;3ER;12.1;1380;460;4325;4;2570;1065;1645;;;
1047;316;90;171;AT;1987;1994;3ER;14.2;1380;460;4325;4;2570;1030;1645;;;
1048;316i;102;175;AT;1987;1994;3ER;14.1;1380;460;4325;4;2570;1030;1645;;;
1049;318i;113;184;AT;1987;1994;3ER;12.1;1380;460;4325;4;2570;1085;1645;;;
1050;318i;115;186;AT;1987;1994;3ER;11.9;1380;460;4325;4;2570;1085;1645;;;
1051;316i;102;182;MT;1987;1994;3ER;12.1;1380;460;4325;4;2570;1010;1645;;;
1052;318i;136;199;MT;1987;1994;3ER;;1380;440;4460;4;2570;1205;1645;;;
1053;318is;136;202;MT;1987;1994;3ER;9.9;1380;440;4325;4;2570;1125;1645;;;
1054;318i;115;189;MT;1987;1994;3ER;10.8;1380;460;4325;4;2570;1065;1645;;;
1055;318i;113;188;MT;1987;1994;3ER;10.8;1380;460;4325;4;2570;1065;1645;;;
1056;316;90;175;MT;1987;1994;3ER;12.2;1380;460;4325;4;2570;1010;1645;;;
1057;320i;129;193;AT;1987;1994;3ER;11.5;1380;460;4325;6;2570;1145;1645;;;
1058;320i;129;188;AT;1987;1994;3ER;12.7;1380;460;4325;6;2570;1145;1645;;;
1059;320i;129;197;MT;1987;1994;3ER;10.6;1380;460;4325;6;2570;1125;1645;;;
1060;320i;129;198;MT;1987;1994;3ER;10.2;1380;460;4325;6;2570;1125;1645;;;
1061;320is;192;227;MT;1987;1994;3ER;7.9;1380;400;4325;4;2570;1180;1645;;;
1062;324d;86;158;AT;1987;1994;3ER;18.5;1380;460;4325;6;2570;1215;1645;;;
1063;324td;116;182;AT;1987;1994;3ER;12.8;1380;460;4325;6;2570;1280;1645;;;
1064;324d;86;165;MT;1987;1994;3ER;16.1;1380;460;4325;6;2570;1195;1645;;;
1065;324td;116;187;MT;1987;1994;3ER;11.9;1380;460;4325;6;2570;1260;1645;;;
1066;325is;170;209;AT;1987;1994;3ER;;1380;440;4460;6;2570;1295;1645;;;
1067;325i;171;213;AT;1987;1994;3ER;9.8;1380;460;4325;6;2570;1200;1645;;;
1068;325i;170;212;AT;1987;1994;3ER;9.9;1380;460;4325;6;2570;1200;1645;;;
1069;325ix;170;206;AT;1987;1994;3ER;11.3;1400;460;4325;6;2570;1300;1645;;;
1070;325ix;171;204;AT;1987;1994;3ER;10.9;1400;460;4325;6;2570;1300;1645;;;
1071;325ix;170;212;MT;1987;1994;3ER;9.2;1400;460;4325;6;2570;1280;1645;;;
1072;325ix;171;214;MT;1987;1994;3ER;9.0;1400;460;4325;6;2570;1280;1645;;;
1073;325is;170;214;MT;1987;1994;3ER;;1380;440;4460;6;2570;1276;1645;;;
1074;325i;170;218;MT;1987;1994;3ER;8.3;1380;460;4325;6;2570;1180;1645;;;
1075;325i;171;220;MT;1987;1994;3ER;8.3;1380;460;4325;6;2570;1180;1645;;;
1076;325;129;183;AT;1987;1994;3ER;;1380;440;4460;6;2570;1270;1645;;;
1077;325;129;190;MT;1987;1994;3ER;;1380;440;4460;6;2570;1254;1645;;;
1078;316i;100;177;AT;1987;1994;3ER;14.1;1380;460;4325;4;2570;1105;1645;;;
1079;316i;100;177;AT;1987;1994;3ER;14.1;1380;460;4325;4;2570;1105;1645;;;
1080;316i;100;182;MT;1987;1994;3ER;12.1;1380;460;4325;4;2570;1085;1645;;;
1081;316i;100;182;MT;1987;1994;3ER;12.1;1380;460;4325;4;2570;1085;1645;;;
1082;316;90;171;AT;1987;1994;3ER;14.2;1380;460;4325;4;2570;1050;1645;;;
1083;318i;113;184;AT;1987;1994;3ER;12.1;1380;460;4325;4;2570;1105;1645;;;
1084;318i;115;186;AT;1987;1994;3ER;11.9;1380;460;4325;4;2570;1105;1645;;;
1085;316i;102;175;AT;1987;1994;3ER;14.1;1380;460;4325;4;2570;1050;1645;;;
1086;318i;136;199;MT;1987;1994;3ER;;1380;440;4460;4;2570;1225;1645;;;
1087;318is;136;202;MT;1987;1994;3ER;9.9;1380;440;4325;4;2570;1145;1645;;;
1088;316;90;175;MT;1987;1994;3ER;12.2;1380;460;4325;4;2570;1030;1645;;;
1089;316i;102;182;MT;1987;1994;3ER;12.1;1380;460;4325;4;2570;1030;1645;;;
1090;318i;115;189;MT;1987;1994;3ER;10.8;1380;460;4325;4;2570;1085;1645;;;
1091;318i;113;188;MT;1987;1994;3ER;10.8;1380;460;4325;4;2570;1085;1645;;;
1092;320i;129;193;AT;1987;1994;3ER;11.5;1380;460;4325;6;2570;1165;1645;;;
1093;320i;129;188;AT;1987;1994;3ER;12.7;1380;460;4325;6;2570;1165;1645;;;
1094;320is;192;227;MT;1987;1994;3ER;7.9;1380;400;4325;4;2570;1200;1645;;;
1095;320i;129;198;MT;1987;1994;3ER;10.2;1380;460;4325;6;2570;1145;1645;;;
1096;320i;129;197;MT;1987;1994;3ER;10.6;1380;460;4325;6;2570;1145;1645;;;
1097;324td;116;182;AT;1987;1994;3ER;12.8;1380;460;4325;6;2570;1300;1645;;;
1098;324d;86;158;AT;1987;1994;3ER;18.5;1380;460;4325;6;2570;1235;1645;;;
1099;324td;116;187;MT;1987;1994;3ER;11.9;1380;460;4325;6;2570;1280;1645;;;
1100;324d;86;165;MT;1987;1994;3ER;16.1;1380;460;4325;6;2570;1215;1645;;;
1101;325ix;170;206;AT;1987;1994;3ER;11.3;1400;460;4325;6;2570;1320;1645;;;
1102;325is;170;209;AT;1987;1994;3ER;;1380;440;4460;6;2570;1315;1645;;;
1103;325i;171;213;AT;1987;1994;3ER;9.8;1380;460;4325;6;2570;1220;1645;;;
1104;325i;170;212;AT;1987;1994;3ER;9.9;1380;460;4325;6;2570;1220;1645;;;
1105;325ix;171;204;AT;1987;1994;3ER;10.9;1400;460;4325;6;2570;1320;1645;;;
1106;325i;170;218;MT;1987;1994;3ER;8.3;1380;460;4325;6;2570;1200;1645;;;
1107;325is;170;214;MT;1987;1994;3ER;;1380;440;4460;6;2570;1296;1645;;;
1108;325ix;170;212;MT;1987;1994;3ER;9.2;1400;460;4325;6;2570;1300;1645;;;
1109;325i;171;220;MT;1987;1994;3ER;8.3;1380;460;4325;6;2570;1200;1645;;;
1110;325ix;171;214;MT;1987;1994;3ER;9.0;1400;460;4325;6;2570;1300;1645;;;
1111;325;129;183;AT;1987;1994;3ER;;1380;440;4460;6;2570;1290;1645;;;
1112;325;129;190;MT;1987;1994;3ER;;1380;440;4460;6;2570;1274;1645;;;
1113;316i;100;176;AT;1987;1994;3ER;15.7;1380;480;4325;4;2570;1190;1645;;;
1114;316i;100;179;MT;1987;1994;3ER;13.9;1380;480;4325;4;2570;1170;1645;;;
1115;318i;113;186;AT;1987;1994;3ER;13.0;1380;480;4325;4;2570;1200;1645;;;
1116;318i;115;187;AT;1987;1994;3ER;12.8;1380;480;4325;4;2570;1200;1645;;;
1117;318i;115;189;MT;1987;1994;3ER;11.5;1380;480;4325;4;2570;1180;1645;;;
1118;318i;113;188;MT;1987;1994;3ER;11.7;1380;480;4325;4;2570;1180;1645;;;
1119;320i;129;195;AT;1987;1994;3ER;13.2;1380;480;4325;6;2570;1250;1645;;;
1120;320i;129;196;MT;1987;1994;3ER;11.5;1380;480;4325;6;2570;1230;1645;;;
1121;324td;116;182;AT;1987;1994;3ER;13.3;1380;480;4325;6;2570;1320;1645;;;
1122;324td;116;187;MT;1987;1994;3ER;12.3;1380;480;4325;6;2570;1300;1645;;;
1123;325i;171;212;AT;1987;1994;3ER;10.1;1380;480;4325;6;2570;1290;1645;;;
1124;325i;170;212;AT;1987;1994;3ER;10.1;1380;480;4325;6;2570;1290;1645;;;
1125;325ix;170;206;AT;1987;1994;3ER;11.2;1380;450;4325;6;2570;1370;1645;;;
1126;325i;170;214;MT;1987;1994;3ER;8.8;1380;480;4325;6;2570;1270;1645;;;
1127;325ix;170;208;MT;1987;1994;3ER;9.7;1380;460;4325;6;2570;1350;1645;;;
1128;325i;171;214;MT;1987;1994;3ER;8.8;1380;480;4325;6;2570;1270;1645;;;
1129;320i;129;188;AT;1982;1990;3ER;13.4;1370;400;4325;6;2570;1300;1645;;;
1130;320i;129;188;AT;1982;1990;3ER;13.4;1370;400;4325;6;2570;1300;1645;;;
1131;320i;129;195;MT;1982;1990;3ER;11.5;1370;400;4325;6;2570;1280;1645;;;
