;name;engine_power;max_spped;vehicle_transmission;model_date_begin;model_date_end;series;acceleration_time_to_100_km_h;dimensions_height;payload;dimensions_length;number_of_cylinders;wheelbase;curb_weight;dimensions_width;;;
279;318Ci;118;206;MT;1997;2003;3ER;10.4;1369;500;4488;4;2725;1285;1757;;;
280;318Ci;143;214;AT;1997;2003;3ER;10.2;1369;500;4488;4;2725;1360;1757;;;
281;320Ci;150;218;AT;1997;2003;3ER;10.8;1369;500;4488;6;2725;1400;1757;;;
282;318Ci;143;218;MT;1997;2003;3ER;9.3;1369;500;4488;4;2725;1320;1757;;;
283;320Ci;150;221;MT;1997;2003;3ER;9.9;1369;500;4488;6;2725;1365;1757;;;
284;320Ci;170;223;AT;1997;2003;3ER;9.4;1369;500;4488;6;2725;1430;1757;;;
285;320Ci;170;226;MT;1997;2003;3ER;8.3;1369;500;4488;6;2725;1395;1757;;;
286;323Ci;170;230;AT;1997;2003;3ER;9.0;1369;500;4488;6;2725;1405;1757;;;
287;325Ci;192;237;AT;1997;2003;3ER;8.4;1369;500;4488;6;2725;1455;1757;;;
288;325Ci;186;0;AT;1997;2003;3ER;;1369;480;4488;6;2725;1515;1757;;;
289;325Ci;192;240;MT;1997;2003;3ER;7.3;1369;500;4488;6;2725;1420;1757;;;
290;323Ci;170;233;MT;1997;2003;3ER;8.0;1369;500;4488;6;2725;1370;1757;;;
291;325Ci;186;0;MT;1997;2003;3ER;;1369;480;4488;6;2725;1475;1757;;;
292;328Ci;193;237;AT;1997;2003;3ER;8.1;1369;500;4488;6;2725;1430;1757;;;
293;328Ci;193;242;MT;1997;2003;3ER;7.0;1369;500;4488;6;2725;1395;1757;;;
294;330Ci;228;0;AT;1997;2003;3ER;;1369;500;4488;6;2725;1540;1757;;;
295;330Ci;231;247;AT;1997;2003;3ER;7.0;1369;500;4488;6;2725;1465;1757;;;
296;330Ci;231;250;MT;1997;2003;3ER;6.5;1369;500;4488;6;2725;1430;1757;;;
297;330Ci;228;0;MT;1997;2003;3ER;;1369;500;4488;6;2725;1520;1757;;;
298;316i;105;194;AT;1997;2003;3ER;13.6;1415;500;4471;4;2725;1325;1739;;;
299;318i;118;202;AT;1997;2003;3ER;12.2;1415;500;4471;4;2725;1325;1739;;;
300;316i;105;200;MT;1997;2003;3ER;12.4;1415;500;4471;4;2725;1285;1739;;;
301;318i;118;206;MT;1997;2003;3ER;10.4;1415;500;4471;4;2725;1285;1739;;;
302;320i;150;216;AT;1997;2003;3ER;10.9;1415;500;4471;6;2725;1400;1739;;;
303;320d;136;207;MT;1997;2003;3ER;9.9;1415;500;4471;4;2725;1375;1739;;;
304;320i;150;219;MT;1997;2003;3ER;9.9;1415;500;4471;6;2725;1365;1739;;;
305;320i;170;223;AT;1997;2003;3ER;9.4;1415;500;4471;6;2725;1425;1739;;;
306;320i;170;226;MT;1997;2003;3ER;8.3;1415;500;4471;6;2725;1390;1739;;;
307;325i;186;0;AT;1997;2003;3ER;;1415;480;4471;6;2725;1505;1739;;;
308;323i;170;228;AT;1997;2003;3ER;9.0;1415;500;4471;6;2725;1405;1739;;;
309;325xi;186;0;AT;1997;2003;3ER;;1434;480;4471;6;2725;1615;1739;;;
310;325i;192;237;AT;1997;2003;3ER;8.3;1415;500;4471;6;2725;1445;1739;;;
311;325i;192;240;MT;1997;2003;3ER;7.2;1415;500;4471;6;2725;1410;1739;;;
312;323i;170;231;MT;1997;2003;3ER;8.0;1415;500;4471;6;2725;1370;1739;;;
313;325i;186;0;MT;1997;2003;3ER;;1415;480;4471;6;2725;1470;1739;;;
314;325xi;186;0;MT;1997;2003;3ER;;1434;480;4471;6;2725;1585;1739;;;
315;328i;193;237;AT;1997;2003;3ER;8.1;1415;500;4471;6;2725;1430;1739;;;
316;328i;193;240;MT;1997;2003;3ER;7.0;1415;500;4471;6;2725;1395;1739;;;
317;330d;184;227;AT;1997;2003;3ER;8.2;1415;500;4471;6;2725;1555;1739;;;
318;330xd;184;224;AT;1997;2003;3ER;8.8;1415;500;4471;6;2725;1655;1739;;;
319;330d;184;227;MT;1997;2003;3ER;7.8;1415;500;4471;6;2725;1520;1739;;;
320;330xd;184;224;MT;1997;2003;3ER;8.5;1415;500;4471;6;2725;1620;1739;;;
321;330i;228;0;AT;1997;2003;3ER;;1415;480;4471;6;2725;1530;1739;;;
322;330i;231;247;AT;1997;2003;3ER;7.0;1415;500;4471;6;2725;1465;1739;;;
323;330xi;231;242;AT;1997;2003;3ER;7.4;1434;500;4471;6;2725;1555;1739;;;
324;330xi;228;0;AT;1997;2003;3ER;;1434;480;4471;6;2725;1625;1739;;;
325;330i;228;0;MT;1997;2003;3ER;;1415;480;4471;6;2725;1505;1739;;;
326;330xi;231;247;MT;1997;2003;3ER;7.0;1434;500;4471;6;2725;1520;1739;;;
327;330xi;228;0;MT;1997;2003;3ER;;1434;480;4471;6;2725;1600;1739;;;
328;330i;231;250;MT;1997;2003;3ER;6.5;1415;500;4471;6;2725;1430;1739;;;
329;318i;118;196;AT;1997;2003;3ER;12.6;1409;540;4478;4;2725;1405;1739;;;
330;318i;118;202;MT;1997;2003;3ER;10.9;1409;540;4478;4;2725;1365;1739;;;
331;320d;136;207;AT;1997;2003;3ER;10.6;1409;500;4478;4;2725;1485;1739;;;
332;320i;150;211;AT;1997;2003;3ER;11.4;1409;540;4478;6;2725;1460;1739;;;
333;320i;150;213;MT;1997;2003;3ER;10.2;1409;540;4478;6;2725;1425;1739;;;
334;320d;136;207;MT;1997;2003;3ER;10.1;1409;500;4478;4;2725;1460;1739;;;
335;320i;170;221;AT;1997;2003;3ER;9.5;1409;540;4478;6;2725;1465;1739;;;
336;320i;170;224;MT;1997;2003;3ER;8.4;1409;540;4478;6;2725;1430;1739;;;
337;325i;186;0;AT;1997;2003;3ER;;1409;520;4478;6;2725;1555;1739;;;
338;323i;170;0;AT;1997;2003;3ER;;1409;520;4478;6;2725;1555;1739;;;
339;325i;192;234;AT;1997;2003;3ER;8.5;1409;550;4478;6;2725;1485;1739;;;
340;325xi;192;228;AT;1997;2003;3ER;8.7;1429;500;4478;6;2725;1605;1739;;;
341;325i;192;237;MT;1997;2003;3ER;7.4;1409;550;4478;6;2725;1450;1739;;;
342;325i;186;0;MT;1997;2003;3ER;;1409;520;4478;6;2725;1535;1739;;;
343;323i;170;0;MT;1997;2003;3ER;;1409;520;4478;6;2725;1520;1739;;;
344;325xi;192;231;MT;1997;2003;3ER;7.6;1429;500;4478;6;2725;1575;1739;;;
345;328i;193;232;AT;1997;2003;3ER;8.4;1409;540;4478;6;2725;1500;1739;;;
346;328i;193;237;MT;1997;2003;3ER;7.3;1409;540;4478;6;2725;1465;1739;;;
347;330d;184;225;AT;1997;2003;3ER;8.3;1409;540;4478;6;2725;1625;1739;;;
348;330xd;184;221;AT;1997;2003;3ER;8.9;1429;500;4478;6;2725;1730;1739;;;
349;330xd;184;221;MT;1997;2003;3ER;8.7;1429;500;4478;6;2725;1695;1739;;;
350;330d;184;225;MT;1997;2003;3ER;7.9;1409;540;4478;6;2725;1590;1739;;;
351;330xi;231;238;AT;1997;2003;3ER;7.6;1429;500;4478;6;2725;1630;1739;;;
352;330i;231;243;AT;1997;2003;3ER;7.2;1409;500;4478;6;2725;1535;1739;;;
353;330i;231;250;MT;1997;2003;3ER;6.7;1409;500;4478;6;2725;1500;1739;;;
354;330xi;231;243;MT;1997;2003;3ER;6.8;1429;500;4478;6;2725;1595;1739;;;
355;316ti;116;196;AT;1997;2003;3ER;11.9;1408;500;4262;4;2725;1335;1751;;;
356;316ti;116;201;MT;1997;2003;3ER;10.9;1408;500;4262;4;2725;1300;1751;;;
357;320td;150;211;AT;1997;2003;3ER;9.1;1408;500;4262;4;2725;1430;1751;;;
358;318ti;143;211;AT;1997;2003;3ER;10.2;1408;500;4262;4;2725;1335;1751;;;
359;320td;150;219;MT;1997;2003;3ER;8.7;1408;500;4262;4;2725;1395;1751;;;
360;318ti;143;214;MT;1997;2003;3ER;9.3;1408;500;4262;4;2725;1300;1751;;;
361;325ti;192;232;AT;1997;2003;3ER;8.3;1408;500;4262;6;2725;1440;1751;;;
362;325ti;192;235;MT;1997;2003;3ER;7.1;1408;500;4262;6;2725;1405;1751;;;
363;318i;116;189;AT;1990;2000;3ER;13.7;1348;400;4433;4;2700;1395;1710;;;
364;318i;140;0;AT;1990;2000;3ER;;1348;380;4433;4;2700;1465;1710;;;
365;318i;140;0;MT;1990;2000;3ER;;1348;380;4433;4;2700;1430;1710;;;
366;318i;116;194;MT;1990;2000;3ER;12.5;1348;400;4433;4;2700;1370;1710;;;
367;320i;150;207;AT;1990;2000;3ER;11.7;1348;400;4433;6;2700;1470;1710;;;
368;320i;150;207;AT;1990;2000;3ER;11.4;1348;400;4433;6;2700;1445;1710;;;
369;320i;150;211;MT;1990;2000;3ER;10.6;1348;400;4433;6;2700;1410;1710;;;
370;320i;150;211;MT;1990;2000;3ER;10.9;1348;400;4433;6;2700;1435;1710;;;
371;323i;170;0;AT;1990;2000;3ER;;1348;380;4433;6;2700;1530;1710;;;
372;325i;192;225;AT;1990;2000;3ER;9.4;1348;400;4433;6;2700;1485;1710;;;
373;325i;192;229;MT;1990;2000;3ER;8.6;1348;400;4433;6;2700;1450;1710;;;
374;323i;170;0;MT;1990;2000;3ER;;1348;380;4433;6;2700;1495;1710;;;
375;328i;193;226;AT;1990;2000;3ER;8.4;1348;400;4433;6;2700;1465;1710;;;
376;328i;193;230;MT;1990;2000;3ER;7.7;1348;400;4433;6;2700;1430;1710;;;
377;316i;102;192;AT;1990;2000;3ER;14.2;1366;460;4433;4;2700;1230;1710;;;
378;316i;102;195;MT;1990;2000;3ER;12.7;1366;460;4433;4;2700;1190;1710;;;
379;318is;140;207;AT;1990;2000;3ER;11.6;1366;460;4433;4;2700;1280;1710;;;
380;318is;140;207;AT;1990;2000;3ER;11.2;1366;460;4433;4;2700;1300;1710;;;
381;318is;140;213;MT;1990;2000;3ER;10.2;1366;460;4433;4;2700;1240;1710;;;
382;318is;140;213;MT;1990;2000;3ER;10.2;1366;460;4433;4;2700;1260;1710;;;
383;320i;150;214;AT;1990;2000;3ER;11.0;1366;460;4433;6;2700;1350;1710;;;
384;320i;150;214;AT;1990;2000;3ER;10.9;1366;460;4433;6;2700;1350;1710;;;
385;320i;150;214;AT;1990;2000;3ER;10.6;1366;460;4433;6;2700;1335;1710;;;
386;320i;150;214;MT;1990;2000;3ER;10.0;1366;460;4433;6;2700;1315;1710;;;
387;320i;150;214;MT;1990;2000;3ER;10.0;1366;460;4433;6;2700;1315;1710;;;
388;320i;150;214;MT;1990;2000;3ER;9.9;1366;460;4433;6;2700;1300;1710;;;
389;323i;170;224;AT;1990;2000;3ER;9.0;1366;460;4433;6;2700;1345;1710;;;
390;325i;192;231;AT;1990;2000;3ER;8.8;1366;460;4433;6;2700;1365;1710;;;
391;325i;192;231;AT;1990;2000;3ER;9.0;1366;460;4433;6;2700;1365;1710;;;
392;323i;170;227;MT;1990;2000;3ER;8.0;1366;460;4433;6;2700;1310;1710;;;
393;325i;192;233;MT;1990;2000;3ER;8.0;1366;460;4433;6;2700;1330;1710;;;
394;325i;192;233;MT;1990;2000;3ER;8.0;1366;460;4433;6;2700;1330;1710;;;
395;328i;193;232;AT;1990;2000;3ER;7.8;1366;460;4433;6;2700;1355;1710;;;
396;328i;193;236;MT;1990;2000;3ER;7.3;1366;460;4433;6;2700;1320;1710;;;
397;316i;100;189;AT;1990;2000;3ER;15.0;1393;460;4433;4;2700;1230;1698;;;
398;316i;100;189;AT;1990;2000;3ER;14.4;1393;460;4433;4;2700;1170;1698;;;
399;316i;102;192;AT;1990;2000;3ER;14.2;1393;460;4433;4;2700;1230;1698;;;
400;316i;100;191;MT;1990;2000;3ER;13.1;1393;460;4433;4;2700;1190;1698;;;
401;316i;102;195;MT;1990;2000;3ER;12.7;1393;460;4433;4;2700;1190;1698;;;
402;316i;100;191;MT;1990;2000;3ER;12.9;1393;460;4433;4;2700;1130;1698;;;
403;316i;102;191;MT;1990;2000;3ER;12.9;1393;460;4433;4;2700;1130;1698;;;
404;318tds;90;182;MT;1990;2000;3ER;14.2;1393;460;4433;4;2700;1280;1698;;;
405;318i;113;198;AT;1990;2000;3ER;12.3;1393;460;4433;4;2700;1185;1698;;;
406;318is;140;207;AT;1990;2000;3ER;11.2;1393;460;4433;4;2700;1300;1698;;;
407;318i;140;205;AT;1990;2000;3ER;;1393;440;4433;4;2700;1380;1698;;;
408;318i;113;198;AT;1990;2000;3ER;12.8;1393;460;4433;4;2700;1245;1698;;;
409;318is;140;207;AT;1990;2000;3ER;11.6;1393;460;4433;4;2700;1280;1698;;;
410;318i;116;200;AT;1990;2000;3ER;12.3;1393;460;4433;4;2700;1245;1698;;;
411;318i;113;198;MT;1990;2000;3ER;11.5;1393;460;4433;4;2700;1205;1698;;;
412;318i;116;198;MT;1990;2000;3ER;11.3;1393;460;4433;4;2700;1145;1698;;;
413;318i;113;198;MT;1990;2000;3ER;11.3;1393;460;4433;4;2700;1145;1698;;;
414;318i;116;201;MT;1990;2000;3ER;11.3;1393;460;4433;4;2700;1205;1698;;;
415;318is;140;213;MT;1990;2000;3ER;10.2;1393;460;4433;4;2700;1240;1698;;;
416;318is;140;213;MT;1990;2000;3ER;10.2;1393;460;4433;4;2700;1260;1698;;;
417;318i;140;205;MT;1990;2000;3ER;;1393;440;4433;4;2700;1340;1698;;;
418;320i;150;214;AT;1990;2000;3ER;10.8;1393;460;4433;6;2700;1305;1698;;;
419;320i;150;214;AT;1990;2000;3ER;10.9;1393;460;4433;6;2700;1350;1698;;;
420;320i;150;214;AT;1990;2000;3ER;11.0;1393;460;4433;6;2700;1350;1698;;;
421;320i;150;214;AT;1990;2000;3ER;10.6;1393;460;4433;6;2700;1335;1698;;;
422;320i;150;214;MT;1990;2000;3ER;10.0;1393;460;4433;6;2700;1315;1698;;;
423;320i;150;214;MT;1990;2000;3ER;9.8;1393;460;4433;6;2700;1270;1698;;;
424;320i;150;214;MT;1990;2000;3ER;9.9;1393;460;4433;6;2700;1300;1698;;;
425;320i;150;214;MT;1990;2000;3ER;10.0;1393;460;4433;6;2700;1315;1698;;;
426;325i;192;231;AT;1990;2000;3ER;9.0;1393;460;4433;6;2700;1365;1698;;;
427;325td;115;194;AT;1990;2000;3ER;12.8;1393;460;4433;6;2700;1370;1698;;;
428;323i;170;224;AT;1990;2000;3ER;9.0;1393;460;4433;6;2700;1345;1698;;;
429;325tds;143;211;AT;1990;2000;3ER;10.8;1393;460;4433;6;2700;1385;1698;;;
430;325i;192;231;AT;1990;2000;3ER;8.9;1393;460;4433;6;2700;1330;1698;;;
431;325i;192;231;AT;1990;2000;3ER;8.8;1393;460;4433;6;2700;1365;1698;;;
432;325tds;143;214;MT;1990;2000;3ER;10.4;1393;460;4433;6;2700;1350;1698;;;
433;325i;192;233;MT;1990;2000;3ER;7.9;1393;460;4433;6;2700;1295;1698;;;
434;325i;192;233;MT;1990;2000;3ER;8.0;1393;460;4433;6;2700;1330;1698;;;
435;325i;192;233;MT;1990;2000;3ER;8.0;1393;460;4433;6;2700;1330;1698;;;
436;323i;170;227;MT;1990;2000;3ER;8.0;1393;460;4433;6;2700;1310;1698;;;
437;325td;115;198;MT;1990;2000;3ER;12.0;1393;460;4433;6;2700;1335;1698;;;
438;328i;193;232;AT;1990;2000;3ER;7.8;1393;460;4433;6;2700;1355;1698;;;
439;328i;193;236;MT;1990;2000;3ER;7.3;1393;460;4433;6;2700;1320;1698;;;
440;316i;102;185;AT;1990;2000;3ER;15.7;1391;500;4433;4;2700;1320;1698;;;
441;316i;102;191;MT;1990;2000;3ER;13.2;1391;500;4433;4;2700;1280;1698;;;
442;318tds;90;179;MT;1990;2000;3ER;14.5;1391;500;4433;4;2700;1325;1698;;;
443;318i;116;194;AT;1990;2000;3ER;12.8;1391;500;4433;4;2700;1320;1698;;;
444;318i;116;197;MT;1990;2000;3ER;11.7;1391;500;4433;4;2700;1280;1698;;;
445;320i;150;208;AT;1990;2000;3ER;11.0;1391;500;4433;6;2700;1380;1698;;;
446;320i;150;212;MT;1990;2000;3ER;10.2;1391;500;4433;6;2700;1345;1698;;;
447;323i;170;219;AT;1990;2000;3ER;9.3;1391;500;4433;6;2700;1400;1698;;;
448;325tds;143;204;AT;1990;2000;3ER;11.0;1391;500;4433;6;2700;1445;1698;;;
449;323i;170;223;MT;1990;2000;3ER;8.3;1391;500;4433;6;2700;1365;1698;;;
450;325tds;143;206;MT;1990;2000;3ER;10.5;1391;500;4433;6;2700;1410;1698;;;
451;328i;193;225;AT;1990;2000;3ER;8.0;1391;500;4433;6;2700;1400;1698;;;
452;328i;193;230;MT;1990;2000;3ER;7.4;1391;500;4433;6;2700;1365;1698;;;
453;316i;102;183;AT;1990;2000;3ER;13.8;1393;460;4210;4;2700;1255;1968;;;
454;316i;102;188;MT;1990;2000;3ER;12.3;1393;460;4210;4;2700;1215;1968;;;
455;316g;102;188;MT;1990;2000;3ER;13.0;1393;360;4210;4;2700;1355;1968;;;
456;318tds;90;175;MT;1990;2000;3ER;13.9;1393;460;4210;4;2700;1215;1968;;;
457;318ti;140;202;AT;1990;2000;3ER;11.2;1393;460;4210;4;2700;1295;1968;;;
458;318ti;140;202;AT;1990;2000;3ER;10.8;1393;460;4210;4;2700;1240;1968;;;
459;318ti;140;209;MT;1990;2000;3ER;9.9;1393;460;4210;4;2700;1255;1968;;;
460;318ti;140;209;MT;1990;2000;3ER;9.9;1393;460;4210;4;2700;1200;1968;;;
461;316i;105;185;AT;1990;2000;3ER;13.9;1393;460;4210;4;2700;1215;1968;;;
462;316i;105;190;MT;1990;2000;3ER;11.9;1393;460;4210;4;2700;1175;1968;;;
463;323ti;170;225;AT;1990;2000;3ER;8.6;1393;460;4210;6;2700;1290;1968;;;
464;323ti;170;230;MT;1990;2000;3ER;7.8;1393;460;4210;6;2700;1255;1968;;;
465;316i;136;210;AT;2011;2015;3ER;9.2;1429;550;4624;4;2810;1480;1811;;;
466;320i EfficientDynamics Edition;170;230;AT;2011;2015;3ER;7.6;1416;550;4624;4;2810;1485;1811;;;
467;316i;136;210;MT;2011;2015;3ER;8.9;1429;550;4624;4;2810;1460;1811;;;
468;320i EfficientDynamics Edition;170;230;MT;2011;2015;3ER;7.6;1416;550;4624;4;2810;1465;1811;;;
469;320i;184;233;AT;2011;2015;3ER;7.6;1429;550;4624;4;2810;1500;1811;;;
470;320i xDrive;184;230;AT;2011;2015;3ER;7.5;1429;540;4624;4;2810;1565;1811;;;
471;320d xDrive;184;228;AT;2011;2015;3ER;7.4;1429;540;4624;4;2810;1595;1811;;;
472;328i;245;250;AT;2011;2015;3ER;6.1;1429;550;4624;4;2810;1530;1811;;;
473;328i xDrive;245;250;AT;2011;2015;3ER;5.8;1429;540;4624;4;2810;1610;1811;;;
474;328i;243;209;AT;2011;2015;3ER;6.3;1429;410;4636;4;2810;1610;1811;;;
475;325d;218;245;AT;2011;2015;3ER;6.6;1429;550;4624;4;2810;1565;1811;;;
476;316d;116;202;AT;2011;2015;3ER;10.8;1429;550;4624;4;2810;1505;1811;;;
477;328i xDrive;243;209;AT;2011;2015;3ER;6.1;1434;408;4636;4;2810;1667;1811;;;
478;320i;182;209;AT;2011;2015;3ER;;1429;408;4636;4;2810;1570;1811;;;
479;320d EfficientDynamics Edition;163;225;AT;2011;2015;3ER;7.9;1416;550;4624;4;2810;1505;1811;;;
480;318d;143;212;AT;2011;2015;3ER;8.9;1429;550;4624;4;2810;1505;1811;;;
481;320d;184;230;AT;2011;2015;3ER;7.6;1429;550;4624;4;2810;1505;1811;;;
482;320i xDrive;184;232;MT;2011;2015;3ER;7.4;1429;540;4624;4;2810;1545;1811;;;
483;328i;245;250;MT;2011;2015;3ER;5.9;1429;550;4624;4;2810;1505;1811;;;
484;328i xDrive;245;250;MT;2011;2015;3ER;5.7;1429;540;4624;4;2810;1595;1811;;;
485;320i;182;209;MT;2011;2015;3ER;7.5;1429;408;4636;4;2810;1542;1811;;;
486;320d;184;235;MT;2011;2015;3ER;7.5;1429;550;4624;4;2810;1495;1811;;;
487;316d;116;202;MT;2011;2015;3ER;10.9;1429;550;4624;4;2810;1485;1811;;;
488;318d;143;212;MT;2011;2015;3ER;9.0;1429;550;4624;4;2810;1485;1811;;;
489;320d EfficientDynamics Edition;163;230;MT;2011;2015;3ER;8.0;1416;550;4624;4;2810;1495;1811;;;
490;320d xDrive;184;233;MT;2011;2015;3ER;7.5;1429;540;4624;4;2810;1585;1811;;;
491;325d;218;245;MT;2011;2015;3ER;6.8;1429;550;4624;4;2810;1550;1811;;;
492;318d xDrive;143;212;MT;2011;2015;3ER;9.2;1434;540;4624;4;2810;1565;1811;;;
493;328i;243;209;MT;2011;2015;3ER;6.1;1429;410;4636;4;2810;1590;1811;;;
494;320i;184;235;MT;2011;2015;3ER;7.3;1429;550;4624;4;2810;1490;1811;;;
495;335i xDrive;306;250;AT;2011;2015;3ER;5.0;1429;540;4624;6;2810;1665;1811;;;
496;335d xDrive;313;250;AT;2011;2015;3ER;4.8;1434;540;4624;6;2810;1705;1811;;;
497;335i;304;209;AT;2011;2015;3ER;5.7;1429;410;4636;6;2810;1660;1811;;;
498;335i;306;250;AT;2011;2015;3ER;5.5;1429;550;4624;6;2810;1595;1811;;;
499;330d xDrive;258;250;AT;2011;2015;3ER;5.3;1434;540;4624;6;2810;1685;1811;;;
500;ActiveHybrid 3;340;250;AT;2011;2015;3ER;5.3;1429;530;4624;6;2810;1730;1811;;;
501;335i xDrive;304;209;AT;2011;2015;3ER;5.1;1434;408;4636;6;2810;1722;1811;;;
502;335i xDrive;306;250;MT;2011;2015;3ER;5.3;1429;540;4624;6;2810;1655;1811;;;
503;335i;306;250;MT;2011;2015;3ER;5.5;1429;550;4624;6;2810;1585;1811;;;
504;335i xDrive;304;209;MT;2011;2015;3ER;5.4;1434;408;4636;6;2810;1713;1811;;;
505;335i;304;209;MT;2011;2015;3ER;5.7;1429;410;4636;6;2810;1650;1811;;;
506;316i;136;210;AT;2011;2015;3ER;9.3;1429;550;4624;4;2810;1545;1811;;;
507;316i;136;210;MT;2011;2015;3ER;9.4;1429;550;4624;4;2810;1525;1811;;;
508;320i xDrive;184;223;AT;2011;2015;3ER;7.7;1429;550;4624;4;2810;1650;1811;;;
509;328i xDrive;245;246;AT;2011;2015;3ER;6.1;1429;550;4624;4;2810;1685;1811;;;
510;320d EfficientDynamics Edition;163;222;AT;2011;2015;3ER;8.2;1416;550;4624;4;2810;1585;1811;;;
511;325d;218;238;AT;2011;2015;3ER;6.7;1429;550;4624;4;2810;1635;1811;;;
512;320i;184;228;AT;2011;2015;3ER;7.5;1429;550;4624;4;2810;1560;1811;;;
513;318d;143;210;AT;2011;2015;3ER;9.2;1429;550;4624;4;2810;1575;1811;;;
514;320d xDrive;184;222;AT;2011;2015;3ER;7.7;1429;550;4624;4;2810;1660;1811;;;
515;328i;245;250;AT;2011;2015;3ER;6.0;1429;550;4624;4;2810;1595;1811;;;
516;320d;184;226;AT;2011;2015;3ER;7.6;1429;550;4624;4;2810;1575;1811;;;
517;316d;116;198;AT;2011;2015;3ER;11.1;1429;550;4624;4;2810;1575;1811;;;
518;320i xDrive;184;225;MT;2011;2015;3ER;7.6;1429;550;4624;4;2810;1630;1811;;;
519;328i xDrive;245;250;MT;2011;2015;3ER;5.9;1429;550;4624;4;2810;1665;1811;;;
520;320d;184;230;MT;2011;2015;3ER;7.7;1429;550;4624;4;2810;1570;1811;;;
521;320i;184;233;MT;2011;2015;3ER;7.5;1429;550;4624;4;2810;1540;1811;;;
522;328i;245;250;MT;2011;2015;3ER;6.0;1429;550;4624;4;2810;1575;1811;;;
523;316d;116;200;MT;2011;2015;3ER;11.2;1429;550;4624;4;2810;1555;1811;;;
524;318d;143;210;MT;2011;2015;3ER;9.2;1429;550;4624;4;2810;1555;1811;;;
525;325d;218;238;MT;2011;2015;3ER;6.9;1429;550;4624;4;2810;1615;1811;;;
526;320d EfficientDynamics Edition;163;222;MT;2011;2015;3ER;8.3;1416;550;4624;4;2810;1570;1811;;;
527;318d xDrive;143;206;MT;2011;2015;3ER;9.6;1434;550;4624;4;2810;1635;1811;;;
528;335i xDrive;306;250;AT;2011;2015;3ER;5.1;1434;550;4624;6;2810;1730;1811;;;
529;330d xDrive;258;250;AT;2011;2015;3ER;5.4;1434;550;4624;6;2810;1750;1811;;;
530;335i;306;250;AT;2011;2015;3ER;5.2;1429;550;4624;6;2810;1660;1811;;;
531;330d;258;250;AT;2011;2015;3ER;5.6;1429;550;4624;6;2810;1685;1811;;;
532;335i;306;250;MT;2011;2015;3ER;5.5;1429;550;4624;6;2810;1650;1811;;;
533;320i;184;229;AT;2011;2015;3ER;7.9;1508;570;4824;4;2920;1560;1828;;;
534;320i xDrive;184;224;AT;2011;2015;3ER;8.3;1508;495;4824;4;2920;1715;1828;;;
535;320d xDrive;184;225;AT;2011;2015;3ER;7.9;1508;495;4824;4;2920;1725;1828;;;
536;328i xDrive;245;247;AT;2011;2015;3ER;6.1;1508;495;4824;4;2920;1735;1828;;;
537;328i;245;250;AT;2011;2015;3ER;6.1;1508;570;4824;4;2920;1595;1828;;;
538;320d;184;226;AT;2011;2015;3ER;7.9;1508;570;4824;4;2920;1575;1828;;;
539;318d;143;210;AT;2011;2015;3ER;9.6;1508;570;4824;4;2920;1560;1828;;;
540;320i;184;230;MT;2011;2015;3ER;7.9;1508;570;4824;4;2920;1540;1828;;;
541;318d;143;210;MT;2011;2015;3ER;9.7;1508;570;4824;4;2920;1540;1828;;;
542;328i;245;250;MT;2011;2015;3ER;6.1;1508;570;4824;4;2920;1570;1828;;;
543;320d;184;230;MT;2011;2015;3ER;8.0;1508;570;4824;4;2920;1565;1828;;;
544;335i xDrive;306;250;AT;2011;2015;3ER;5.3;1508;495;4824;6;2920;1790;1828;;;
545;335i;306;250;AT;2011;2015;3ER;5.4;1508;570;4824;6;2920;1650;1828;;;
546;335i;306;250;MT;2011;2015;3ER;5.7;1508;570;4824;6;2920;1640;1828;;;
547;320i;156;214;AT;2008;2013;3ER;10.8;1384;430;4612;4;2760;1670;1782;;;
548;320d;184;226;AT;2008;2013;3ER;8.4;1384;430;4612;4;2760;1670;1782;;;
549;320i;170;226;AT;2008;2013;3ER;9.8;1384;430;4612;4;2760;1625;1782;;;
550;320i;156;216;MT;2008;2013;3ER;10.1;1384;430;4612;4;2760;1670;1782;;;
551;320i;170;228;MT;2008;2013;3ER;9.1;1384;430;4612;4;2760;1595;1782;;;
552;318i;143;210;MT;2008;2013;3ER;10.3;1384;430;4612;4;2760;1595;1782;;;
553;320d;184;228;MT;2008;2013;3ER;8.3;1384;430;4612;4;2760;1655;1782;;;
554;325i;218;240;AT;2008;2013;3ER;8.3;1384;430;4612;6;2760;1730;1782;;;
555;325i;218;242;MT;2008;2013;3ER;7.8;1384;430;4612;6;2760;1730;1782;;;
556;328i;233;209;AT;2008;2013;3ER;7.5;1384;400;4620;6;2760;1765;1782;;;
557;325d;204;236;AT;2008;2013;3ER;7.6;1384;430;4612;6;2760;1750;1782;;;
558;325i;218;243;AT;2008;2013;3ER;8.1;1384;430;4612;6;2760;1685;1782;;;
559;330d;245;250;AT;2008;2013;3ER;6.5;1384;430;4612;6;2760;1765;1782;;;
560;330i;272;250;AT;2008;2013;3ER;6.7;1384;430;4612;6;2760;1720;1782;;;
561;330d;245;250;MT;2008;2013;3ER;6.4;1384;430;4612;6;2760;1750;1782;;;
562;330i;272;250;MT;2008;2013;3ER;6.5;1384;430;4612;6;2760;1705;1782;;;
563;328i;233;209;MT;2008;2013;3ER;7.0;1384;400;4620;6;2760;1735;1782;;;
