;name;engine_power;max_spped;vehicle_transmission;model_date_begin;model_date_end;series;acceleration_time_to_100_km_h;dimensions_height;payload;dimensions_length;number_of_cylinders;wheelbase;curb_weight;dimensions_width
0;116i;136;210;AT;2011;2015;1ER;8.7;1421;455;4324;4;2690;1380;1765
1;118i;170;222;AT;2011;2015;1ER;7.2;1421;530;4324;4;2690;1315;1765
2;116i;136;210;MT;2011;2015;1ER;8.5;1421;455;4324;4;2690;1360;1765
3;114d;95;185;MT;2011;2015;1ER;12.2;1421;530;4324;4;2690;1390;1765
4;114i;102;195;MT;2011;2015;1ER;11.2;1421;530;4324;4;2690;1370;1765
5;118i;170;225;MT;2011;2015;1ER;7.4;1421;530;4324;4;2690;1295;1765
6;125d;218;240;AT;2011;2015;1ER;6.3;1421;530;4324;4;2690;1485;1765
14;120d;184;228;AT;2011;2015;1ER;7.1;1421;530;4324;4;2690;1360;1765
15;125i;218;243;AT;2011;2015;1ER;6.2;1421;530;4324;4;2690;1445;1765
16;116d;116;200;AT;2011;2015;1ER;10.3;1421;530;4324;4;2690;1420;1765
17;118d;143;212;AT;2011;2015;1ER;8.6;1421;530;4324;4;2690;1420;1765
18;125i;218;245;MT;2011;2015;1ER;6.4;1421;530;4324;4;2690;1425;1765
19;125d;218;240;MT;2011;2015;1ER;6.5;1421;530;4324;4;2690;1470;1765
20;118d;143;212;MT;2011;2015;1ER;8.9;1421;530;4324;4;2690;1395;1765
21;120d xDrive;184;225;MT;2011;2015;1ER;7.2;1421;530;4324;4;2690;1420;1765
22;120d;184;228;MT;2011;2015;1ER;7.2;1421;530;4324;4;2690;1340;1765
23;116d;116;200;MT;2011;2015;1ER;10.3;1421;530;4324;4;2690;1390;1765
24;118d xDrive;143;210;MT;2011;2015;1ER;8.9;1421;530;4324;4;2690;1485;1765
25;116d EfficientDynamics Edition;116;195;MT;2011;2015;1ER;10.5;1421;530;4324;4;2690;1390;1765
26;M135i;320;250;AT;2011;2015;1ER;4.9;1411;530;4340;6;2690;1440;1765
27;M135i xDrive;320;250;AT;2011;2015;1ER;4.7;1411;530;4340;6;2690;1515;1765
28;M135i;320;250;MT;2011;2015;1ER;5.1;1411;530;4340;6;2690;1425;1765
29;116i;136;210;AT;2011;2015;1ER;9.1;1421;530;4324;4;2690;1385;1765
30;118i;170;222;AT;2011;2015;1ER;7.5;1421;530;4324;4;2690;1390;1765
31;116i;136;210;MT;2011;2015;1ER;8.5;1421;530;4324;4;2690;1365;1765
32;114i;102;195;MT;2011;2015;1ER;11.2;1421;530;4324;4;2690;1375;1765
33;114d;95;185;MT;2011;2015;1ER;12.2;1421;530;4324;4;2690;1395;1765
34;118i;170;225;MT;2011;2015;1ER;7.4;1421;530;4324;4;2690;1370;1765
35;116d;116;200;AT;2011;2015;1ER;10.3;1421;530;4324;4;2690;1425;1765
36;125d;218;240;AT;2011;2015;1ER;6.3;1421;530;4324;4;2690;1490;1765
37;120d;184;228;AT;2011;2015;1ER;7.3;1421;530;4324;4;2690;1440;1765
38;118d;143;212;AT;2011;2015;1ER;8.6;1421;530;4324;4;2690;1425;1765
39;125i;218;243;AT;2011;2015;1ER;6.2;1421;530;4324;4;2690;1450;1765
40;120d xDrive;184;228;MT;2011;2015;1ER;7.2;1421;530;4324;4;2690;1500;1765
41;120d;184;228;MT;2011;2015;1ER;7.2;1421;530;4324;4;2690;1420;1765
42;118d;143;212;MT;2011;2015;1ER;8.9;1421;530;4324;4;2690;1395;1765
43;116d EfficientDynamics Edition;116;195;MT;2011;2015;1ER;10.5;1421;530;4324;4;2690;1395;1765
44;125d;218;240;MT;2011;2015;1ER;6.5;1421;530;4324;4;2690;1475;1765
45;118d xDrive;143;210;MT;2011;2015;1ER;8.9;1421;530;4324;4;2690;1490;1765
46;116d;116;200;MT;2011;2015;1ER;10.3;1421;530;4324;4;2690;1395;1765
47;125i;218;245;MT;2011;2015;1ER;6.4;1421;530;4324;4;2690;1430;1765
48;M135i xDrive;320;250;AT;2011;2015;1ER;4.7;1421;530;4324;6;2690;1596;1765
49;M135i;320;250;AT;2011;2015;1ER;4.9;1421;530;4324;6;2690;1520;1765
50;M135i;320;250;MT;2011;2015;1ER;5.1;1421;530;4324;6;2690;1505;1765
51;118d;143;208;AT;2008;2013;1ER;9.6;1411;440;4360;4;2660;1500;1748
52;123d;204;230;AT;2008;2013;1ER;7.6;1411;440;4360;4;2660;1615;1748
53;118i;136;204;AT;2008;2013;1ER;10.9;1411;440;4360;4;2660;1520;1748
54;118i;143;208;AT;2008;2013;1ER;10.1;1411;440;4360;4;2660;1445;1748
55;120i;170;218;AT;2008;2013;1ER;9;1411;440;4360;4;2660;1460;1748
56;120d;177;220;AT;2008;2013;1ER;8.2;1411;440;4360;4;2660;1590;1748
57;120i;156;212;AT;2008;2013;1ER;10;1411;440;4360;4;2660;1535;1748
58;120i;170;220;MT;2008;2013;1ER;8.4;1411;440;4360;4;2660;1430;1748
59;120i;156;214;MT;2008;2013;1ER;9.2;1411;440;4360;4;2660;1505;1748
60;118i;136;208;MT;2008;2013;1ER;9.9;1411;440;4360;4;2660;1495;1748
61;120d;177;222;MT;2008;2013;1ER;8.1;1411;440;4360;4;2660;1580;1748
62;123d;204;230;MT;2008;2013;1ER;7.5;1411;440;4360;4;2660;1615;1748
63;118d;143;208;MT;2008;2013;1ER;9.5;1411;440;4360;4;2660;1485;1748
64;118i;143;210;MT;2008;2013;1ER;9.3;1411;440;4360;4;2660;1420;1748
65;128i;233;209;AT;2008;2013;1ER;7.4;1411;410;4373;6;2660;1620;1748
66;125i;218;236;AT;2008;2013;1ER;7.4;1411;440;4360;6;2660;1615;1748
67;135is;324;241;MT;2008;2013;1ER;5.5;1411;;4373;6;2660;1650;1748
68;135i;305;209;MT;2008;2013;1ER;5.6;1411;410;4373;6;2660;1650;1748
69;128i;233;209;MT;2008;2013;1ER;6.8;1411;410;4373;6;2660;1585;1748
70;125i;218;238;MT;2008;2013;1ER;6.8;1411;440;4360;6;2660;1585;1748
71;135i;306;250;MT;2008;2013;1ER;5.6;1411;440;4360;6;2660;1665;1748
72;135i;305;209;DCT;2008;2013;1ER;5.5;1411;410;4373;6;2660;1680;1748
73;135is;324;241;DCT;2008;2013;1ER;5.4;1411;;4373;6;2660;1680;1748
74;135i;306;250;AMT;2008;2013;1ER;5.5;1411;440;4360;6;2660;1675;1748
75;120i;156;215;AT;2008;2013;1ER;9.2;1423;440;4360;4;2660;1395;1748
76;118d;143;210;AT;2008;2013;1ER;9.1;1423;440;4360;4;2660;1420;1748
77;120d;177;226;AT;2008;2013;1ER;7.8;1423;440;4360;4;2660;1450;1748
78;120i;170;222;AT;2008;2013;1ER;8.4;1423;440;4360;4;2660;1395;1748
79;123d;204;236;AT;2008;2013;1ER;7.1;1423;440;4360;4;2660;1495;1748
80;120i;156;213;MT;2008;2013;1ER;8.6;1423;440;4360;4;2660;1375;1748
81;120d;177;228;MT;2008;2013;1ER;7.6;1423;440;4360;4;2660;1450;1748
82;123d;204;238;MT;2008;2013;1ER;7;1423;440;4360;4;2660;1495;1748
83;120i;170;224;MT;2008;2013;1ER;7.8;1423;440;4360;4;2660;1375;1748
84;118d;143;210;MT;2008;2013;1ER;9;1423;440;4360;4;2660;1395;1748
85;128i;233;209;AT;2008;2013;1ER;7.1;1423;400;4373;6;2660;1510;1748
86;125i;218;243;AT;2008;2013;1ER;7;1423;440;4360;6;2660;1505;1748
87;135i;306;250;MT;2008;2013;1ER;5.3;1423;440;4360;6;2660;1530;1748
88;135i;305;209;MT;2008;2013;1ER;5.4;1423;400;4373;6;2660;1530;1748
89;135is;324;241;MT;2008;2013;1ER;5.2;1408;;4373;6;2660;1530;1748
90;128i;233;209;MT;2008;2013;1ER;6.5;1423;400;4373;6;2660;1475;1748
91;125i;218;245;MT;2008;2013;1ER;6.4;1423;440;4360;6;2660;1480;1748
92;135i;305;209;DCT;2008;2013;1ER;5.3;1423;400;4373;6;2660;1560;1748
93;135i;306;250;AMT;2008;2013;1ER;5.2;1423;440;4360;6;2660;1545;1748
94;135is;324;241;DCT;2008;2013;1ER;5;1408;;4373;6;2660;1560;1748
95;123d;204;230;AT;2007;2012;1ER;7.6;1411;440;4360;4;2660;1540;1748
96;120d;177;220;AT;2007;2012;1ER;8.2;1411;440;4360;4;2660;1520;1748
97;118i;143;208;AT;2007;2012;1ER;10.1;1411;440;4360;4;2660;1445;1748
98;120i;170;218;AT;2007;2012;1ER;9;1411;440;4360;4;2660;1460;1748
99;123d;204;230;AT;2007;2012;1ER;7.6;1411;440;4360;4;2660;1540;1748
100;120d;177;220;AT;2007;2012;1ER;8.2;1411;445;4360;4;2660;1515;1748
101;123d;204;230;AT;2007;2012;1ER;7.6;1411;440;4360;4;2660;1540;1748
102;118d;143;208;AT;2007;2012;1ER;9.6;1411;440;4360;4;2660;1500;1748
103;120i;170;218;AT;2007;2012;1ER;9;1411;440;4360;4;2660;1460;1748
104;118i;143;208;AT;2007;2012;1ER;10.1;1411;440;4360;4;2660;1445;1748
105;118i;143;210;MT;2007;2012;1ER;9.3;1411;440;4360;4;2660;1420;1748
106;120i;170;220;MT;2007;2012;1ER;8.4;1411;440;4360;4;2660;1430;1748
107;120d;177;222;MT;2007;2012;1ER;8.1;1411;440;4360;4;2660;1510;1748
108;123d;204;230;MT;2007;2012;1ER;7.5;1411;440;4360;4;2660;1540;1748
109;118i;143;210;MT;2007;2012;1ER;9.3;1411;440;4360;4;2660;1420;1748
110;120i;170;220;MT;2007;2012;1ER;8.4;1411;440;4360;4;2660;1430;1748
111;123d;204;230;MT;2007;2012;1ER;7.5;1411;440;4360;4;2660;1540;1748
112;118d;143;208;MT;2007;2012;1ER;9.5;1411;440;4360;4;2660;1475;1748
113;120d;177;222;MT;2007;2012;1ER;8.1;1411;445;4360;4;2660;1505;1748
114;123d;204;230;MT;2007;2012;1ER;7.5;1411;440;4360;4;2660;1540;1748
115;135i;305;209;AT;2007;2012;1ER;5.7;1411;410;4373;6;2660;1665;1748
116;125i;218;236;AT;2007;2012;1ER;7.4;1411;440;4360;6;2660;1540;1748
117;128i;233;209;AT;2007;2012;1ER;7.3;1411;410;4373;6;2660;1620;1748
118;125i;218;236;AT;2007;2012;1ER;7.4;1411;440;4360;6;2660;1540;1748
119;135i;306;250;AT;2007;2012;1ER;5.7;1411;440;4360;6;2660;1610;1748
120;135i;306;250;MT;2007;2012;1ER;5.6;1411;440;4360;6;2660;1600;1748
121;135i;306;250;MT;2007;2012;1ER;5.6;1411;440;4360;6;2660;1590;1748
122;128i;233;209;MT;2007;2012;1ER;6.7;1411;410;4373;6;2660;1585;1748
123;125i;218;238;MT;2007;2012;1ER;6.8;1411;440;4360;6;2660;1510;1748
124;135i;305;209;MT;2007;2012;1ER;5.6;1411;410;4373;6;2660;1660;1748
125;125i;218;238;MT;2007;2012;1ER;6.8;1411;440;4360;6;2660;1510;1748
126;135i;306;250;DKG;2007;2012;1ER;5.5;1411;440;4360;6;2660;1600;1748
127;120d;177;226;AT;2007;2012;1ER;7.8;1423;445;4360;4;2660;1375;1748
128;120d;177;226;AT;2007;2012;1ER;7.8;1423;440;4360;4;2660;1380;1748
129;123d;204;236;AT;2007;2012;1ER;7.1;1423;440;4360;4;2660;1420;1748
130;120d;177;226;AT;2007;2012;1ER;7.8;1423;440;4360;4;2660;1380;1748
131;123d;204;236;AT;2007;2012;1ER;7.1;1423;440;4360;4;2660;1420;1748
132;120i;170;222;AT;2007;2012;1ER;8.4;1423;440;4360;4;2660;1320;1748
133;123d;204;236;AT;2007;2012;1ER;7.1;1423;440;4360;4;2660;1420;1748
134;118d;143;210;AT;2007;2012;1ER;9.1;1423;440;4360;4;2660;1345;1748
135;118d;143;210;MT;2007;2012;1ER;9;1423;440;4360;4;2660;1320;1748
136;123d;204;238;MT;2007;2012;1ER;7;1423;440;4360;4;2660;1420;1748
137;123d;204;238;MT;2007;2012;1ER;7;1423;440;4360;4;2660;1420;1748
138;123d;204;238;MT;2007;2012;1ER;7;1423;440;4360;4;2660;1420;1748
139;120d;177;228;MT;2007;2012;1ER;7.6;1423;440;4360;4;2660;1375;1748
140;120d;177;228;MT;2007;2012;1ER;7.6;1423;440;4360;4;2660;1375;1748
141;120d;177;228;MT;2007;2012;1ER;7.6;1423;440;4360;4;2660;1375;1748
142;120i;170;224;MT;2007;2012;1ER;7.8;1423;440;4360;4;2660;1300;1748
143;125i;218;243;AT;2007;2012;1ER;7;1423;440;4360;6;2660;1430;1748
144;125i;218;243;AT;2007;2012;1ER;7;1423;440;4360;6;2660;1430;1748
145;135i;306;250;AT;2007;2012;1ER;5.4;1408;440;4360;6;2660;1490;1748
146;128i;233;209;AT;2007;2012;1ER;7;1423;400;4373;6;2660;1510;1748
147;135i;305;241;AT;2007;2012;1ER;5.4;1408;400;4373;6;2660;1535;1748
148;128i;233;209;MT;2007;2012;1ER;6.4;1423;400;4373;6;2660;1475;1748
149;135i;306;250;MT;2007;2012;1ER;5.3;1408;440;4360;6;2660;1455;1748
150;125i;218;245;MT;2007;2012;1ER;6.4;1423;440;4360;6;2660;1405;1748
151;135i;306;250;MT;2007;2012;1ER;5.3;1408;440;4360;6;2660;1485;1748
152;135i;305;241;MT;2007;2012;1ER;5.3;1408;400;4373;6;2660;1530;1748
153;125i;218;245;MT;2007;2012;1ER;6.4;1423;440;4360;6;2660;1405;1748
154;135i;306;250;DKG;2007;2012;1ER;5.2;1408;440;4360;6;2660;1470;1748
155;116i;122;202;AT;2007;2012;1ER;11.1;1421;500;4239;4;2660;1280;1748
156;116i;115;197;AT;2007;2012;1ER;12.2;1421;;4239;4;2660;1335;1748
157;116i;122;204;MT;2007;2012;1ER;10.1;1421;500;4239;4;2660;1255;1748
158;116i;115;200;MT;2007;2012;1ER;10.8;1421;500;4239;4;2660;1310;1748
159;123d;204;236;AT;2007;2012;1ER;7;1421;500;4239;4;2660;1410;1748
160;118d;143;210;AT;2007;2012;1ER;9;1421;510;4239;4;2660;1335;1748
161;123d;204;236;AT;2007;2012;1ER;7;1421;500;4239;4;2660;1485;1748
162;120d;177;226;AT;2007;2012;1ER;7.7;1421;500;4239;4;2660;1370;1748
163;120d;177;226;AT;2007;2012;1ER;7.7;1421;500;4239;4;2660;1445;1748
164;116i;122;202;AT;2007;2012;1ER;10.7;1421;490;4239;4;2660;1290;1748
165;118i;143;210;AT;2007;2012;1ER;9.2;1421;500;4239;4;2660;1290;1748
166;120d;177;226;AT;2007;2012;1ER;7.7;1421;500;4239;4;2660;1370;1748
167;118i;143;210;AT;2007;2012;1ER;9.2;1421;500;4239;4;2660;1290;1748
168;120i;170;222;AT;2007;2012;1ER;8.3;1421;500;4239;4;2660;1310;1748
169;123d;204;236;AT;2007;2012;1ER;7;1421;500;4239;4;2660;1410;1748
170;120i;170;222;AT;2007;2012;1ER;8.3;1421;500;4239;4;2660;1310;1748
171;118d;143;210;AT;2007;2012;1ER;9;1421;510;4239;4;2660;1335;1748
172;120i;156;213;AT;2007;2012;1ER;9.1;1421;500;4239;4;2660;1385;1748
173;118i;136;204;AT;2007;2012;1ER;10;1421;500;4239;4;2660;1365;1748
174;120d;177;226;AT;2007;2012;1ER;7.7;1421;500;4239;4;2660;1370;1748
175;123d;204;236;AT;2007;2012;1ER;7;1421;500;4239;4;2660;1410;1748
176;120d;177;228;MT;2007;2012;1ER;7.5;1421;500;4239;4;2660;1365;1748
177;123d;204;238;MT;2007;2012;1ER;6.9;1421;500;4239;4;2660;1485;1748
178;120i;156;215;MT;2007;2012;1ER;8.5;1421;500;4239;4;2660;1365;1748
179;118i;136;208;MT;2007;2012;1ER;9.3;1421;500;4239;4;2660;1340;1748
180;120d;177;228;MT;2007;2012;1ER;7.5;1421;500;4239;4;2660;1440;1748
181;118i;143;210;MT;2007;2012;1ER;8.7;1421;500;4239;4;2660;1265;1748
182;120i;170;224;MT;2007;2012;1ER;7.7;1421;500;4239;4;2660;1290;1748
183;118d;143;210;MT;2007;2012;1ER;8.9;1421;510;4239;4;2660;1310;1748
184;120d;177;228;MT;2007;2012;1ER;7.5;1421;500;4239;4;2660;1365;1748
185;123d;204;238;MT;2007;2012;1ER;6.9;1421;500;4239;4;2660;1410;1748
186;118d;143;210;MT;2007;2012;1ER;8.9;1421;510;4239;4;2660;1310;1748
187;116i;122;204;MT;2007;2012;1ER;9.8;1421;490;4239;4;2660;1265;1748
188;118i;143;210;MT;2007;2012;1ER;8.7;1421;500;4239;4;2660;1265;1748
189;120i;170;224;MT;2007;2012;1ER;7.7;1421;500;4239;4;2660;1290;1748
190;123d;204;238;MT;2007;2012;1ER;6.9;1421;500;4239;4;2660;1410;1748
191;116d;116;200;MT;2007;2012;1ER;10.2;1421;525;4239;4;2660;1295;1748
192;116d;115;200;MT;2007;2012;1ER;10.2;1421;525;4239;4;2660;1295;1748
193;120d;177;228;MT;2007;2012;1ER;7.5;1421;500;4239;4;2660;1365;1748
194;123d;204;238;MT;2007;2012;1ER;6.9;1421;500;4239;4;2660;1410;1748
195;130i;265;250;AT;2007;2012;1ER;6.2;1421;500;4239;6;2660;1475;1748
196;130i;258;250;AT;2007;2012;1ER;6.2;1421;500;4239;6;2660;1400;1748
197;130i;265;250;AT;2007;2012;1ER;6.2;1421;500;4239;6;2660;1400;1748
198;130i;265;250;MT;2007;2012;1ER;6;1421;500;4239;6;2660;1375;1748
199;130i;258;250;MT;2007;2012;1ER;6;1421;500;4239;6;2660;1375;1748
200;130i;265;250;MT;2007;2012;1ER;6;1421;500;4239;6;2660;1450;1748
201;116i;115;197;AT;2007;2012;1ER;12.3;1421;500;4239;4;2660;1345;1748
202;116i;122;202;AT;2007;2012;1ER;11.2;1421;500;4239;4;2660;1290;1748
203;116i;115;200;MT;2007;2012;1ER;10.9;1421;500;4239;4;2660;1320;1748
204;116i;122;204;MT;2007;2012;1ER;10.2;1421;500;4239;4;2660;1265;1748
205;123d;204;236;AT;2007;2012;1ER;7.1;1421;500;4239;4;2660;1420;1748
206;118d;143;210;AT;2007;2012;1ER;9.1;1421;510;4239;4;2660;1345;1748
207;123d;204;236;AT;2007;2012;1ER;7.1;1421;500;4239;4;2660;1495;1748
208;120d;177;226;AT;2007;2012;1ER;7.8;1421;500;4239;4;2660;1380;1748
209;116i;122;202;AT;2007;2012;1ER;10.8;1421;500;4239;4;2660;1300;1748
210;118i;143;210;AT;2007;2012;1ER;9.3;1421;500;4239;4;2660;1300;1748
211;120i;170;222;AT;2007;2012;1ER;8.4;1421;500;4239;4;2660;1320;1748
212;118i;143;210;AT;2007;2012;1ER;9.3;1421;500;4239;4;2660;1300;1748
213;118i;136;204;AT;2007;2012;1ER;10.1;1421;500;4239;4;2660;1375;1748
214;120i;170;222;AT;2007;2012;1ER;8.4;1421;500;4239;4;2660;1320;1748
215;120d;177;226;AT;2007;2012;1ER;7.8;1421;500;4239;4;2660;1455;1748
216;120i;156;213;AT;2007;2012;1ER;9.2;1421;500;4239;4;2660;1395;1748
217;120d;177;228;AT;2007;2012;1ER;7.8;1421;500;4239;4;2660;1380;1748
218;120d;177;226;AT;2007;2012;1ER;7.8;1421;500;4239;4;2660;1380;1748
219;118d;143;210;AT;2007;2012;1ER;9.1;1421;510;4239;4;2660;1345;1748
220;123d;204;236;AT;2007;2012;1ER;7.1;1421;500;4239;4;2660;1420;1748
221;123d;204;236;AT;2007;2012;1ER;7.1;1421;500;4239;4;2660;1420;1748
222;120d;177;228;MT;2007;2012;1ER;7.6;1421;500;4239;4;2660;1375;1748
223;118i;136;208;MT;2007;2012;1ER;9.4;1421;500;4239;4;2660;1350;1748
224;123d;204;238;MT;2007;2012;1ER;7;1421;500;4239;4;2660;1495;1748
225;120i;156;215;MT;2007;2012;1ER;8.6;1421;500;4239;4;2660;1375;1748
226;120d;177;228;MT;2007;2012;1ER;7.6;1421;500;4239;4;2660;1450;1748
227;118i;143;210;MT;2007;2012;1ER;8.8;1421;500;4239;4;2660;1275;1748
228;120i;170;224;MT;2007;2012;1ER;7.8;1421;500;4239;4;2660;1300;1748
229;118d;143;210;MT;2007;2012;1ER;9;1421;510;4239;4;2660;1320;1748
230;120d;177;228;MT;2007;2012;1ER;7.6;1421;500;4239;4;2660;1375;1748
231;123d;204;238;MT;2007;2012;1ER;7;1421;500;4239;4;2660;1420;1748
232;118d;143;210;MT;2007;2012;1ER;9;1421;510;4239;4;2660;1320;1748
233;120d;177;228;MT;2007;2012;1ER;7.6;1421;500;4239;4;2660;1375;1748
234;116i;122;204;MT;2007;2012;1ER;9.9;1421;500;4239;4;2660;1275;1748
235;118i;143;210;MT;2007;2012;1ER;8.8;1421;500;4239;4;2660;1275;1748
236;120i;170;224;MT;2007;2012;1ER;7.8;1421;500;4239;4;2660;1300;1748
237;116d;115;200;MT;2007;2012;1ER;10.3;1421;525;4239;4;2660;1305;1748
238;116d;116;200;MT;2007;2012;1ER;10.3;1421;525;4239;4;2660;1305;1748
239;123d;204;238;MT;2007;2012;1ER;7;1421;500;4239;4;2660;1420;1748
240;123d;204;238;MT;2007;2012;1ER;7;1421;500;4239;4;2660;1420;1748
241;130i;265;250;AT;2007;2012;1ER;6.1;1421;500;4239;6;2660;1410;1748
242;130i;258;250;AT;2007;2012;1ER;6.3;1421;500;4239;6;2660;1410;1748
243;130i;265;250;AT;2007;2012;1ER;6.3;1421;500;4239;6;2660;1485;1748
244;130i;258;250;MT;2007;2012;1ER;6.1;1421;500;4239;6;2660;1385;1748
245;130i;265;250;MT;2007;2012;1ER;6.1;1421;500;4239;6;2660;1385;1748
246;130i;265;250;MT;2007;2012;1ER;6.1;1421;500;4239;6;2660;1460;1748
247;116i;115;200;MT;2004;2007;1ER;10.8;1430;500;4227;4;2660;1205;1751
248;116i;115;200;MT;2004;2007;1ER;10.9;1430;500;4227;4;2660;1245;1751
249;118i;129;204;AT;2004;2007;1ER;10.1;1430;500;4227;4;2660;1265;1751
250;120d;163;217;AT;2004;2007;1ER;8.2;1430;500;4227;4;2660;1350;1751
251;120i;150;213;AT;2004;2007;1ER;9.2;1430;500;4227;4;2660;1275;1751
252;120i;150;217;MT;2004;2007;1ER;8.7;1430;500;4227;4;2660;1260;1751
253;118i;129;208;MT;2004;2007;1ER;9.4;1430;500;4227;4;2660;1250;1751
254;120d;163;220;MT;2004;2007;1ER;7.9;1430;500;4227;4;2660;1340;1751
255;118d;129;201;MT;2004;2007;1ER;10;1430;500;4227;4;2660;1310;1751
256;118i;129;208;MT;2004;2007;1ER;9.4;1430;500;4227;4;2660;1250;1751
257;130i;265;250;AT;2004;2007;1ER;6.3;1430;500;4227;6;2660;1390;1751
258;130i;265;250;MT;2004;2007;1ER;6.1;1430;500;4227;6;2660;1375;1751
259;3.0;340;250;MT;2011;2012;1ER;4.9;1420;405;4380;6;2660;1570;1803
260;220i;184;230;ภา;2013;2014;2ER;7;1418;510;4432;4;2690;1365;1774
261;220d;184;230;ภา;2013;2014;2ER;7.1;1418;510;4432;4;2690;1390;1774
262;220i;184;235;ฬา;2013;2014;2ER;7;1418;510;4432;4;2690;1350;1774
263;220d;184;230;ฬา;2013;2014;2ER;7.2;1418;510;4432;4;2690;1375;1774
264;M235i;326;250;ภา;2013;2014;2ER;4.8;1418;510;4432;6;2690;1470;1774
265;M235i;326;250;ฬา;2013;2014;2ER;5;1418;510;4432;6;2690;1455;1774
266;218i;136;200;AT;2014;2014;2ER;9.6;1555;500;4342;3;2670;1320;1800
267;218i;136;200;MT;2014;2015;2ER;9.3;1555;500;4342;3;2670;1320;1800
268;218d;150;205;AT;2014;2014;2ER;8.9;1555;500;4342;4;2670;1375;1800
269;225i;231;235;AT;2014;2014;2ER;6.8;1555;500;4342;4;2670;1430;1800
270;218d;150;205;MT;2014;2015;2ER;8.9;1555;500;4342;4;2670;1375;1800
271;318Ci;143;206;AT;1997;2003;3ER;11.1;1372;420;4488;4;2725;1505;1757
272;318Ci;143;206;MT;1997;2003;3ER;10.2;1372;420;4488;4;2725;1465;1757
273;320Ci;170;219;AT;1997;2003;3ER;9.9;1372;420;4488;6;2725;1555;1757
274;320Ci;170;222;MT;1997;2003;3ER;8.8;1372;420;4488;6;2725;1520;1757
275;325Ci;192;230;AT;1997;2003;3ER;8.8;1372;420;4488;6;2725;1575;1757
276;325Ci;186;0;AT;1997;2003;3ER;;1372;400;4488;6;2725;1645;1757
277;323Ci;170;220;AT;1997;2003;3ER;9.7;1372;420;4488;6;2725;1580;1757
278;323Ci;170;225;MT;1997;2003;3ER;8.6;1372;420;4488;6;2725;1540;1757
279;325Ci;192;234;MT;1997;2003;3ER;7.7;1372;420;4488;6;2725;1540;1757
280;325Ci;186;0;MT;1997;2003;3ER;;1372;400;4488;6;2725;1615;1757
281;330Ci;228;0;AT;1997;2003;3ER;;1372;400;4488;6;2725;1680;1757
282;330Ci;231;240;AT;1997;2003;3ER;7.5;1372;420;4488;6;2725;1620;1757
283;330Ci;231;247;MT;1997;2003;3ER;6.9;1372;420;4488;6;2725;1585;1757
284;330Ci;228;0;MT;1997;2003;3ER;;1372;400;4488;6;2725;1645;1757
285;318Ci;118;202;AT;1997;2003;3ER;12.2;1369;500;4488;4;2725;1325;1757
286;318Ci;118;206;MT;1997;2003;3ER;10.4;1369;500;4488;4;2725;1285;1757
287;318Ci;143;214;AT;1997;2003;3ER;10.2;1369;500;4488;4;2725;1360;1757
288;320Ci;150;218;AT;1997;2003;3ER;10.8;1369;500;4488;6;2725;1400;1757
289;318Ci;143;218;MT;1997;2003;3ER;9.3;1369;500;4488;4;2725;1320;1757
290;320Ci;150;221;MT;1997;2003;3ER;9.9;1369;500;4488;6;2725;1365;1757
291;320Ci;170;223;AT;1997;2003;3ER;9.4;1369;500;4488;6;2725;1430;1757
292;320Ci;170;226;MT;1997;2003;3ER;8.3;1369;500;4488;6;2725;1395;1757
293;323Ci;170;230;AT;1997;2003;3ER;9;1369;500;4488;6;2725;1405;1757
294;325Ci;192;237;AT;1997;2003;3ER;8.4;1369;500;4488;6;2725;1455;1757
295;325Ci;186;0;AT;1997;2003;3ER;;1369;480;4488;6;2725;1515;1757
296;325Ci;192;240;MT;1997;2003;3ER;7.3;1369;500;4488;6;2725;1420;1757
297;323Ci;170;233;MT;1997;2003;3ER;8;1369;500;4488;6;2725;1370;1757
298;325Ci;186;0;MT;1997;2003;3ER;;1369;480;4488;6;2725;1475;1757
299;328Ci;193;237;AT;1997;2003;3ER;8.1;1369;500;4488;6;2725;1430;1757
300;328Ci;193;242;MT;1997;2003;3ER;7;1369;500;4488;6;2725;1395;1757
301;330Ci;228;0;AT;1997;2003;3ER;;1369;500;4488;6;2725;1540;1757
302;330Ci;231;247;AT;1997;2003;3ER;7;1369;500;4488;6;2725;1465;1757
303;330Ci;231;250;MT;1997;2003;3ER;6.5;1369;500;4488;6;2725;1430;1757
304;330Ci;228;0;MT;1997;2003;3ER;;1369;500;4488;6;2725;1520;1757
305;316i;105;194;AT;1997;2003;3ER;13.6;1415;500;4471;4;2725;1325;1739
306;318i;118;202;AT;1997;2003;3ER;12.2;1415;500;4471;4;2725;1325;1739
307;316i;105;200;MT;1997;2003;3ER;12.4;1415;500;4471;4;2725;1285;1739
308;318i;118;206;MT;1997;2003;3ER;10.4;1415;500;4471;4;2725;1285;1739
309;320i;150;216;AT;1997;2003;3ER;10.9;1415;500;4471;6;2725;1400;1739
310;320d;136;207;MT;1997;2003;3ER;9.9;1415;500;4471;4;2725;1375;1739
311;320i;150;219;MT;1997;2003;3ER;9.9;1415;500;4471;6;2725;1365;1739
312;320i;170;223;AT;1997;2003;3ER;9.4;1415;500;4471;6;2725;1425;1739
313;320i;170;226;MT;1997;2003;3ER;8.3;1415;500;4471;6;2725;1390;1739
314;325i;186;0;AT;1997;2003;3ER;;1415;480;4471;6;2725;1505;1739
